vehicle_brand,vehicle_type,battery_chemistry,drive_type,cycle_count,odometer_km,vehicle_age_years,capacity_loss_percent,cell_voltage_std,internal_resistance,thermal_runaway_risk,battery_stress_index,daily_distance,manufacturing_year,battery_capacity_kwh,depth_of_discharge,battery_failure
Volvo,Van,NMC,FWD,831.0,369202.0,11.08,35.84,0.03519,0.7547,64.2,53.4,107.6,2015.0,85.7,59.75,1
BYD,,LFP,AWD,267.0,114586.0,10.12,2.15,0.00773,0.5519,18.2,10.9,,2016.0,86.78,42.19,0
Lucid,SUV,NCA,AWD,746.0,308139.0,9.12,39.83,0.02759,0.611,67.4,40.1,111.1,,76.96,48.65,1
Volvo,SUV,NMC,FWD,715.0,264578.0,7.79,36.75,0.03141,0.669,59.2,,112.0,2018.0,87.44,23.12,1
MG,Sedan,LFP,FWD,620.0,154441.0,11.01,16.58,0.01906,0.8878,41.5,70.4,42.2,2015.0,55.46,37.82,0
Nissan,Crossover,LMO,AWD,72.0,22925.0,4.13,2.47,0.01545,0.4483,49.5,14.9,18.9,2022.0,73.09,39.61,0
MG,SUV,LFP,RWD,28.0,6533.0,5.83,0.2,0.00105,0.5584,22.6,15.0,3.0,2020.0,99.87,41.39,0
Lucid,Sedan,NMC,,57.0,26625.0,1.99,8.14,0.01064,0.3966,55.0,39.9,56.6,2024.0,61.36,29.43,0
Mercedes,Hatchback,NCA,FWD,995.0,236411.0,10.27,51.92,0.03838,0.7695,90.9,71.9,71.2,2016.0,46.1,55.61,1
Hyundai,Crossover,NMC,FWD,88.0,5777.0,6.9,0.2,0.00957,0.3943,40.8,0.0,6.2,2019.0,74.29,15.82,0
Hyundai,Crossover,LFP,RWD,365.0,157021.0,4.96,6.34,0.01883,0.6261,38.4,56.5,105.9,2021.0,68.86,27.42,0
Toyota,Crossover,NMC,FWD,757.0,262711.0,8.15,42.3,0.02924,0.8484,79.7,85.2,113.7,2018.0,69.78,27.13,1
Renault,SUV,NMC,AWD,604.0,240570.0,11.07,30.25,0.02424,0.633,64.5,22.3,71.6,2015.0,82.98,35.6,1
BYD,Sedan,NMC,FWD,628.0,219850.0,9.96,29.43,0.02084,0.6358,59.5,22.7,75.1,2016.0,67.49,35.9,1
Rivian,SUV,NMC,RWD,256.0,118770.0,9.11,18.31,0.02231,0.5455,,65.2,44.5,2017.0,,44.22,0
BYD,Sedan,NMC,AWD,354.0,112163.0,6.02,23.14,0.0233,0.6005,70.7,62.8,61.3,2020.0,70.17,47.76,1
Volkswagen,Sedan,NMC,AWD,539.0,167052.0,8.94,28.73,0.01893,0.6552,59.6,26.7,57.6,,75.5,38.69,0
Tesla,SUV,NCA,FWD,780.0,367734.0,10.34,43.82,0.03035,0.6166,78.4,48.0,122.8,2016.0,93.75,43.52,1
Volkswagen,Crossover,NMC,AWD,225.0,78636.0,5.95,12.08,0.01071,0.5272,64.6,50.8,46.1,,77.38,51.81,0
Hyundai,,NMC,FWD,1652.0,449630.0,11.1,55.7,0.03426,0.9093,67.3,63.1,135.3,2015.0,53.79,47.95,1
Rivian,Truck,NCA,AWD,415.0,,7.25,25.4,0.02289,0.4909,,20.8,104.4,2019.0,118.38,17.99,1
GM,SUV,LFP,FWD,58.0,26699.0,3.97,0.2,0.00761,0.5737,21.7,13.1,16.9,2022.0,85.66,23.78,0
Toyota,Crossover,NMC,FWD,490.0,179463.0,10.09,30.31,0.02153,0.6044,65.0,38.0,60.0,2016.0,75.7,21.99,1
Mercedes,Truck,NMC,AWD,154.0,118997.0,6.86,10.7,0.02102,0.4834,48.5,49.5,55.2,2019.0,119.0,39.12,0
Mercedes,Sedan,NMC,RWD,406.0,101017.0,6.98,28.64,0.02761,0.7069,77.4,79.7,,,71.17,45.44,0
Tesla,SUV,NCA,FWD,196.0,70863.0,10.12,14.5,0.02688,0.447,72.6,30.2,21.6,,96.72,37.3,0
Rivian,Crossover,NMC,RWD,509.0,184730.0,8.01,25.52,0.02747,0.6072,64.6,64.4,79.5,2018.0,67.75,65.06,1
Tata,Sedan,LFP,FWD,396.0,109441.0,10.81,4.45,0.01225,0.6207,17.4,20.9,37.1,2015.0,62.54,41.72,0
Mercedes,Sedan,NMC,FWD,684.0,,6.85,31.01,0.03071,0.6548,66.9,16.1,112.6,2019.0,69.22,23.63,1
BYD,Hatchback,LFP,FWD,159.0,42122.0,6.98,1.57,0.0234,0.5831,35.7,25.2,19.8,2019.0,48.21,42.24,0
Hyundai,,NMC,FWD,524.0,201720.0,8.08,28.55,0.02695,0.5861,68.3,50.7,81.5,,73.36,51.53,1
Kia,SUV,NMC,FWD,198.0,113963.0,5.16,17.84,0.02705,0.6296,76.0,73.2,77.9,2021.0,91.73,49.2,1
Mercedes,SUV,NMC,RWD,1.0,37863.0,6.09,0.2,0.00544,0.4295,53.2,,19.2,2020.0,83.81,38.24,0
Hyundai,Crossover,NMC,RWD,670.0,198476.0,6.17,31.99,0.01998,0.6368,62.7,47.9,107.3,2020.0,60.53,38.96,1
Mahindra,SUV,NMC,AWD,115.0,15087.0,2.15,4.87,0.01133,0.4541,37.2,16.7,17.3,,79.94,39.05,0
Tesla,Sedan,NCA,AWD,701.0,250569.0,10.31,36.5,0.02588,0.6568,79.2,43.9,83.4,,73.19,53.47,1
MG,Hatchback,NMC,RWD,11.0,26005.0,3.95,0.28,,0.3918,44.9,54.6,,2022.0,,44.96,0
Kia,Crossover,NMC,AWD,333.0,125430.0,11.15,17.29,0.01662,0.533,,24.2,34.7,2015.0,71.08,37.23,0
BYD,Hatchback,LFP,FWD,207.0,10830.0,5.84,0.22,,0.5193,19.7,22.4,14.9,2020.0,46.59,25.99,0
Tesla,Hatchback,NCA,RWD,849.0,176068.0,10.75,43.34,0.03303,0.7052,,57.5,59.0,2015.0,42.05,45.96,1
Tesla,Crossover,NCA,,378.0,159331.0,8.89,23.62,0.02517,0.4758,70.0,15.3,58.2,2017.0,69.33,46.59,0
Kia,Sedan,LFP,RWD,,384972.0,7.99,20.5,0.03259,0.7571,35.7,52.5,157.3,2018.0,62.83,43.04,0
Mercedes,Hatchback,,AWD,1080.0,326615.0,11.22,41.98,0.04199,0.7858,67.2,60.9,96.6,2015.0,,46.7,1
Volkswagen,Hatchback,LFP,RWD,363.0,79928.0,6.7,10.04,0.01655,0.6561,34.3,51.8,41.8,2019.0,38.6,41.85,0
Ford,Hatchback,NMC,FWD,949.0,229912.0,7.89,42.17,0.03224,0.6865,63.0,39.6,93.4,2018.0,47.05,45.96,1
Renault,Hatchback,NMC,AWD,522.0,113404.0,5.98,28.64,0.02591,0.5947,61.3,33.9,68.2,,50.82,44.04,0
BMW,SUV,NMC,FWD,9.0,13890.0,3.0,,0.00755,0.4568,54.8,44.7,12.9,2023.0,94.22,35.46,0
BYD,Sedan,LFP,FWD,647.0,208334.0,6.08,11.25,0.01974,0.6721,29.5,25.0,113.3,2020.0,74.66,40.39,0
Renault,,NMC,FWD,449.0,144016.0,9.72,,0.02358,0.6546,57.8,27.6,48.8,2016.0,76.52,30.61,1
Hyundai,Crossover,NMC,FWD,166.0,59879.0,,11.6,0.01652,0.5156,52.1,25.6,22.3,2019.0,84.08,33.23,0
Honda,SUV,NMC,FWD,360.0,152052.0,8.04,28.01,0.0202,0.6238,81.8,96.9,64.5,2018.0,81.47,,1
BYD,Hatchback,LFP,FWD,518.0,99345.0,7.99,24.05,0.02566,1.0381,47.5,100.0,43.3,2018.0,40.71,48.83,1
,,LFP,FWD,,39815.0,1.94,3.25,0.00865,0.6252,31.8,98.2,92.9,,89.86,51.13,0
GM,SUV,NMC,FWD,310.0,117290.0,6.17,17.89,0.01513,0.5532,59.1,64.2,67.9,2020.0,81.5,58.58,0
Tesla,Sedan,NCA,FWD,872.0,308409.0,11.03,47.55,0.03545,0.6866,71.6,47.7,94.7,2015.0,69.34,44.19,1
Tata,Hatchback,LFP,RWD,1087.0,178194.0,11.14,,0.02779,0.794,34.2,46.8,53.9,2015.0,34.89,52.66,1
Nissan,SUV,NMC,FWD,572.0,317144.0,10.19,31.47,0.02771,,64.0,16.4,101.2,2016.0,100.9,18.17,1
BMW,Hatchback,NMC,FWD,1879.0,325595.0,10.31,55.7,0.04155,0.8561,83.2,23.1,104.5,2016.0,35.14,21.47,1
Nissan,Hatchback,NMC,FWD,1611.0,334002.0,8.02,57.39,0.0427,0.9388,77.8,79.0,137.3,2018.0,42.81,,1
Tata,SUV,LFP,RWD,203.0,73929.0,6.96,0.76,0.01347,0.5515,19.1,8.4,37.9,2019.0,88.26,37.96,0
GM,Hatchback,NMC,FWD,902.0,216749.0,8.86,42.38,0.03047,0.7267,63.9,87.1,80.5,2017.0,54.57,,1
Tata,SUV,NMC,RWD,720.0,,9.81,35.01,0.02898,0.6721,64.5,40.5,97.2,2016.0,83.74,64.77,1
Ford,SUV,NMC,RWD,484.0,224781.0,6.93,27.66,0.02766,0.6213,72.2,71.4,106.6,,97.21,46.17,1
Hyundai,SUV,NMC,FWD,847.0,359000.0,11.02,41.11,,0.7875,78.6,48.1,109.5,2015.0,89.35,,1
GM,SUV,LFP,RWD,264.0,96075.0,7.95,8.82,0.01822,0.6617,27.4,50.3,37.1,2018.0,97.2,,0
BMW,Sedan,NMC,AWD,401.0,111292.0,9.97,21.75,0.03122,0.5869,67.1,57.9,39.2,2016.0,56.89,55.28,1
Hyundai,SUV,NMC,FWD,,319642.0,10.21,40.03,0.0287,0.6937,79.4,66.9,101.8,2016.0,88.03,40.0,1
Tesla,SUV,NMC,FWD,118.0,31213.0,4.02,4.8,0.00643,0.4248,52.3,8.9,25.7,,93.78,46.19,0
Honda,Hatchback,NMC,RWD,460.0,69620.0,6.95,,,0.658,53.4,44.5,28.8,2019.0,30.04,38.2,1
Ford,Crossover,,FWD,1059.0,321586.0,10.02,10.53,0.01235,0.7058,25.0,29.5,108.8,2016.0,60.16,33.31,0
Mahindra,Sedan,NMC,AWD,772.0,265236.0,,31.95,0.0216,0.6878,63.7,12.9,108.7,2018.0,71.82,35.53,0
BYD,SUV,LFP,FWD,133.0,77227.0,6.01,0.2,,0.5499,20.9,38.7,35.9,2020.0,96.12,48.72,0
Tesla,Van,NCA,RWD,352.0,153462.0,4.77,29.65,0.02963,0.5553,81.7,93.4,98.0,2021.0,85.65,65.96,1
Volkswagen,Hatchback,NMC,FWD,695.0,169325.0,11.04,33.69,0.0242,0.6619,60.7,57.3,46.1,2015.0,46.18,57.88,1
Rivian,Crossover,NMC,RWD,268.0,90802.0,7.12,12.08,0.02482,,55.3,20.8,50.3,2019.0,66.48,31.77,0
MG,Crossover,LFP,RWD,193.0,35237.0,4.14,,0.01023,0.5496,33.4,29.2,26.2,2022.0,80.4,32.24,0
Lucid,SUV,NCA,FWD,593.0,295690.0,8.11,43.04,0.03104,0.6871,85.6,35.1,120.1,2018.0,106.41,29.45,1
Honda,Sedan,NMC,RWD,533.0,160049.0,4.28,37.62,0.02469,0.7863,68.3,100.0,122.8,2022.0,63.14,64.55,1
Tesla,Truck,NCA,AWD,1.0,7104.0,3.02,0.2,0.00895,0.3748,69.2,35.7,8.5,2023.0,113.64,53.17,0
,SUV,NMC,FWD,343.0,106677.0,4.32,33.23,0.03318,0.8101,75.4,100.0,74.3,2022.0,76.59,34.14,1
Ford,SUV,NMC,RWD,489.0,196127.0,4.91,26.75,0.02372,0.5938,58.7,72.4,129.3,2021.0,89.37,40.69,1
Tata,SUV,LFP,RWD,1.0,26143.0,1.81,0.2,0.01436,0.5612,19.3,13.1,38.1,2024.0,88.68,21.43,0
Volkswagen,Hatchback,NMC,AWD,205.0,70209.0,2.79,5.32,0.01049,0.4812,43.6,46.2,95.0,2023.0,57.33,65.3,0
Mercedes,Hatchback,NMC,RWD,1640.0,371751.0,10.0,51.73,0.04585,0.783,76.7,59.7,123.0,2016.0,43.67,43.79,1
BYD,Van,NMC,FWD,61.0,52873.0,3.14,,0.01181,0.4114,46.9,27.5,47.1,2023.0,90.98,53.95,0
Tesla,Crossover,NCA,FWD,14.0,33835.0,4.24,0.2,0.00984,0.2991,50.6,0.0,25.7,2022.0,79.97,5.02,0
Toyota,Sedan,LFP,FWD,1.0,22373.0,4.8,2.07,,0.6474,,19.1,19.5,2021.0,63.26,26.69,0
Hyundai,Hatchback,NMC,FWD,953.0,155661.0,,,0.03551,0.7783,65.0,22.5,89.2,2020.0,35.59,18.2,1
Renault,Van,LMO,FWD,467.0,167177.0,8.92,42.32,0.03603,0.8205,61.7,37.8,58.1,2017.0,72.6,,1
Volkswagen,Crossover,NMC,AWD,211.0,77273.0,6.95,12.18,0.01517,0.5073,51.6,30.4,34.9,2019.0,76.09,39.77,0
MG,Hatchback,LFP,AWD,1497.0,329537.0,10.09,22.62,0.02291,0.8292,32.2,26.9,109.1,2016.0,43.93,22.45,0
Toyota,Hatchback,LFP,FWD,1873.0,354179.0,10.17,24.7,0.02288,0.8039,35.8,66.0,115.1,2016.0,38.33,64.56,1
Honda,Sedan,NMC,,313.0,74527.0,8.8,14.74,0.02214,,57.3,0.0,32.3,2017.0,,25.7,0
Tata,,NMC,FWD,354.0,135151.0,3.91,15.42,0.01843,0.4853,51.0,29.0,115.2,2022.0,66.88,15.01,1
,Sedan,LFP,FWD,358.0,108931.0,7.12,4.52,0.01262,0.5621,,30.2,47.9,2019.0,50.48,39.63,0
Hyundai,Hatchback,NMC,FWD,510.0,108480.0,2.89,27.33,0.02694,,58.5,47.4,126.0,2023.0,47.61,,0
Renault,Truck,NMC,AWD,673.0,362584.0,10.83,33.01,0.03404,0.6489,62.4,62.7,111.4,2015.0,111.93,37.66,1
Audi,Crossover,,RWD,385.0,132206.0,3.92,28.25,0.02621,0.5345,73.8,39.1,106.4,2022.0,74.99,32.71,1
Lucid,,NMC,,845.0,230990.0,10.08,36.96,0.03053,0.655,,,72.6,2016.0,53.04,54.2,1
Hyundai,Crossover,NMC,FWD,200.0,82515.0,7.69,13.1,0.02341,0.5092,71.0,59.1,42.6,2018.0,71.23,43.76,0
BMW,Crossover,NMC,FWD,642.0,238350.0,6.7,36.23,0.02672,0.6673,62.8,49.5,112.4,2019.0,79.9,42.95,1
BYD,Truck,LTO,FWD,412.0,14381.0,9.21,,0.00914,0.2707,19.3,4.4,4.5,2017.0,117.13,21.73,0
Renault,SUV,NMC,FWD,78.0,17075.0,4.06,3.88,0.01437,0.4559,56.5,42.6,16.2,2022.0,86.37,29.96,0
Tesla,Truck,NMC,FWD,238.0,154278.0,7.1,15.3,0.02533,0.5428,,46.1,69.4,2019.0,114.85,34.82,0
Nissan,Sedan,LMO,FWD,397.0,118513.0,9.88,45.9,0.03674,0.94,75.4,91.8,39.2,2016.0,59.47,68.88,1
Tesla,Hatchback,NMC,AWD,777.0,209609.0,11.31,40.76,0.02911,0.828,73.5,71.1,63.7,2015.0,56.39,36.32,1
Hyundai,Crossover,NMC,FWD,574.0,157221.0,7.24,25.67,0.01853,0.6427,58.8,38.9,69.2,2019.0,63.82,40.43,0
Rivian,SUV,NMC,FWD,86.0,73490.0,4.31,4.74,0.01926,0.372,55.0,75.5,61.2,2022.0,81.9,65.93,0
Volkswagen,Hatchback,NMC,AWD,228.0,45671.0,5.92,13.32,,0.5635,66.3,35.2,23.0,2020.0,47.55,36.32,0
BMW,SUV,NMC,AWD,1025.0,427319.0,11.17,47.83,0.03821,0.7902,71.2,24.8,129.8,2015.0,84.57,54.13,1
Tesla,SUV,NCA,FWD,1.0,28741.0,1.87,0.2,0.01453,0.3188,66.1,36.7,57.2,2024.0,94.92,32.74,0
,Crossover,NMC,,382.0,118915.0,6.9,20.32,0.02028,0.5612,58.1,35.8,54.5,2019.0,59.58,26.13,1
Lucid,Crossover,NMC,FWD,718.0,255607.0,7.03,29.27,0.02657,0.5581,62.5,50.7,119.0,2019.0,66.83,64.18,1
Hyundai,Hatchback,NMC,FWD,1083.0,309260.0,9.92,42.35,0.03446,0.7598,63.4,41.8,101.9,2016.0,54.18,36.48,1
BYD,Truck,LTO,RWD,769.0,217604.0,9.07,3.0,0.01613,0.1837,9.5,57.2,81.7,2017.0,121.15,38.64,0
Ford,Hatchback,NMC,FWD,307.0,103679.0,4.98,13.72,0.01276,0.4801,54.4,17.6,65.8,2021.0,57.72,20.6,0
Tata,Truck,LTO,FWD,452.0,2058.0,3.22,7.35,0.01801,0.3122,26.4,100.0,3.0,2023.0,120.39,52.4,0
Kia,Sedan,NMC,FWD,906.0,265192.0,10.82,44.29,0.0349,0.772,62.7,32.4,79.9,2015.0,60.83,31.59,1
Nissan,Van,NMC,AWD,698.0,274913.0,7.09,36.04,0.02794,0.6878,69.4,68.9,129.7,2019.0,82.93,41.03,1
BMW,Sedan,NMC,FWD,1069.0,312143.0,8.31,45.0,0.03533,0.7606,67.2,54.0,120.9,2018.0,,52.8,1
Honda,Van,NMC,FWD,427.0,153873.0,11.29,23.86,0.02601,0.551,51.2,10.8,46.0,2015.0,76.54,19.34,1
Ford,SUV,NMC,,709.0,259994.0,8.88,35.95,0.03561,0.7003,68.2,54.7,97.4,2017.0,80.55,56.16,1
Nissan,,LMO,FWD,1069.0,294392.0,8.74,63.56,0.05308,0.9609,64.4,26.1,111.7,2017.0,54.67,29.25,1
Hyundai,Van,NMC,FWD,119.0,33117.0,3.01,14.28,0.01912,0.5271,64.6,64.4,34.6,2023.0,84.87,43.02,0
,Sedan,NMC,FWD,78.0,16682.0,8.85,7.23,0.02265,0.4621,63.1,21.7,3.5,2017.0,,36.91,0
MG,Van,LFP,AWD,400.0,160555.0,11.1,2.84,0.0178,0.586,22.3,40.0,48.1,2015.0,91.44,53.99,0
BYD,Crossover,LFP,FWD,894.0,308063.0,8.08,12.88,0.01903,0.7502,51.5,40.3,125.2,2018.0,,32.03,0
Volkswagen,Crossover,NMC,FWD,328.0,111313.0,3.77,19.98,0.01966,0.5482,65.5,76.4,92.7,2022.0,60.07,44.74,0
Tesla,SUV,NCA,RWD,452.0,178157.0,9.76,30.19,0.02723,0.5439,89.8,34.7,58.0,2016.0,87.41,34.83,1
Nissan,SUV,LMO,RWD,403.0,154683.0,11.05,42.34,0.039,0.8575,,42.1,44.5,2015.0,87.28,70.65,1
Volkswagen,Sedan,NMC,RWD,1055.0,366743.0,10.09,39.5,0.03224,0.7116,58.2,31.7,120.3,2016.0,66.99,34.85,1
GM,Sedan,NMC,FWD,109.0,47008.0,,5.77,0.01248,0.4013,49.3,30.6,100.3,2024.0,65.74,30.33,0
Nissan,SUV,NMC,,527.0,267228.0,10.19,29.12,0.02639,0.6203,70.0,62.2,94.3,2016.0,96.95,52.96,1
Tesla,Van,NMC,RWD,812.0,399889.0,9.89,41.09,,0.7101,64.9,79.6,131.2,2016.0,97.37,58.82,1
Kia,Sedan,NMC,FWD,347.0,142739.0,9.87,22.19,,0.5488,57.8,8.8,48.5,2016.0,72.41,16.0,1
Toyota,Crossover,LFP,AWD,25.0,22186.0,9.7,0.2,0.02004,0.6074,19.4,34.4,3.0,2016.0,87.45,40.26,0
Tesla,SUV,NMC,AWD,560.0,259899.0,8.08,31.9,0.02604,0.6367,60.5,53.7,107.0,2018.0,86.56,,1
Tesla,SUV,NCA,RWD,418.0,185977.0,8.14,30.0,0.03409,0.5198,74.9,,76.6,2018.0,99.0,27.97,0
Rivian,Sedan,NCA,AWD,506.0,164231.0,8.76,36.03,0.03756,0.604,80.4,37.0,60.1,2017.0,66.76,26.8,1
,SUV,LMO,FWD,521.0,212833.0,9.04,46.41,0.03274,0.8348,50.5,,74.4,2017.0,81.75,40.48,1
Tesla,SUV,NMC,RWD,104.0,25850.0,2.9,3.97,0.00816,0.3725,48.9,17.5,26.1,2023.0,,40.02,0
Tesla,SUV,NCA,AWD,666.0,330347.0,9.89,38.2,0.03663,0.6499,,42.6,112.6,2016.0,96.67,37.84,1
Honda,Crossover,NMC,FWD,693.0,,8.01,37.75,0.02757,0.7619,77.7,78.7,118.3,2018.0,90.15,57.36,1
Toyota,Sedan,NMC,AWD,144.0,37764.0,4.21,6.6,0.01604,0.4422,55.4,22.4,25.8,2022.0,58.9,52.38,0
Volkswagen,Sedan,NMC,FWD,395.0,113832.0,11.28,18.77,0.02011,0.5398,48.3,0.0,33.0,2015.0,62.16,25.62,0
Lucid,Truck,NCA,AWD,374.0,216102.0,6.03,,0.03115,0.5228,72.2,56.1,119.9,2020.0,119.52,57.91,1
Ford,Crossover,NMC,RWD,1042.0,356583.0,10.14,50.18,0.03426,0.9903,87.7,100.0,118.3,2016.0,71.61,61.73,1
Mahindra,Hatchback,NMC,FWD,554.0,148356.0,4.02,37.5,0.03128,,71.9,78.6,124.9,2022.0,60.63,26.3,1
Tesla,Van,NCA,AWD,274.0,98761.0,9.99,15.24,0.02157,0.4999,73.3,10.4,33.7,2016.0,,34.22,0
Mercedes,Crossover,NMC,AWD,,331769.0,8.02,38.5,0.03691,0.6797,69.2,,135.2,2018.0,81.07,30.47,1
Hyundai,Hatchback,NMC,FWD,478.0,90784.0,3.85,30.1,0.02261,0.6662,67.7,49.7,86.1,2022.0,38.87,28.91,1
GM,Crossover,LFP,FWD,248.0,68056.0,4.17,0.59,0.00578,0.5949,22.4,17.7,46.3,2022.0,54.4,20.87,0
BYD,Hatchback,LFP,RWD,331.0,77581.0,5.16,0.51,0.00616,0.4908,13.6,2.5,49.1,2021.0,52.52,18.42,0
Mercedes,Hatchback,NMC,RWD,852.0,221850.0,10.04,39.17,0.02933,0.6522,62.7,46.2,74.8,2016.0,51.93,38.2,1
Toyota,Hatchback,LFP,AWD,2419.0,362067.0,10.93,32.39,0.02969,0.9312,37.8,29.0,109.5,2015.0,30.77,23.87,1
Mercedes,Hatchback,NMC,AWD,1438.0,193410.0,9.08,48.2,0.02812,0.8169,66.8,34.4,69.1,2017.0,26.92,41.24,1
Volkswagen,Hatchback,NMC,FWD,1261.0,352692.0,9.95,53.19,0.03967,0.8307,72.6,72.9,,2016.0,55.1,43.44,1
Tesla,Van,NCA,RWD,573.0,238344.0,6.95,43.16,0.03612,0.7951,85.4,100.0,111.5,2019.0,86.19,53.01,1
Rivian,Hatchback,NMC,AWD,399.0,117733.0,9.83,17.59,0.02029,0.5332,53.7,25.0,37.9,2016.0,59.62,39.2,0
Nissan,Hatchback,NMC,RWD,776.0,176139.0,11.01,41.18,0.03451,0.8384,67.6,55.7,56.6,2015.0,51.01,35.67,1
Mahindra,SUV,LFP,RWD,232.0,107853.0,7.09,3.55,0.0101,0.5557,19.2,36.9,48.7,2019.0,91.26,53.28,0
Mercedes,SUV,NCA,FWD,506.0,245062.0,10.83,27.25,0.02199,0.5384,78.0,35.9,80.4,2015.0,98.39,51.35,0
Tesla,Hatchback,NCA,FWD,1188.0,291891.0,9.95,54.01,0.03904,0.675,84.9,43.8,96.4,2016.0,,40.39,1
Mahindra,Crossover,LFP,RWD,1.0,21440.0,2.87,0.2,0.00629,0.6169,19.1,,33.6,2023.0,68.79,40.81,0
Nissan,Hatchback,LMO,AWD,1039.0,232457.0,7.91,59.93,0.04691,0.9257,68.3,25.3,91.9,2018.0,45.63,24.64,1
MG,Van,LFP,FWD,345.0,130409.0,11.03,1.95,0.01176,0.5676,26.3,20.8,39.3,2015.0,96.17,50.17,0
Tesla,SUV,NCA,AWD,119.0,47153.0,,20.08,0.01903,0.5584,78.0,100.0,39.3,2023.0,89.29,74.73,0
Volkswagen,SUV,NMC,,117.0,59442.0,4.99,7.4,0.0221,0.4674,59.6,51.3,,2021.0,97.57,51.67,0
Honda,SUV,,AWD,577.0,233170.0,8.98,25.59,0.02711,0.5493,52.3,41.0,88.7,2017.0,89.0,32.83,0
Tesla,SUV,LFP,FWD,90.0,32501.0,9.28,1.41,0.01814,0.5862,24.0,41.8,8.4,2017.0,91.73,40.76,0
Kia,Crossover,NMC,AWD,563.0,149501.0,9.89,33.34,0.02675,0.625,59.4,76.5,48.2,2016.0,52.15,52.4,1
Mercedes,Crossover,NMC,AWD,276.0,126259.0,9.84,23.67,0.02655,0.642,65.9,83.9,41.0,2016.0,80.52,50.17,1
Mercedes,Sedan,,,49.0,8195.0,1.98,0.2,0.01134,0.336,46.2,8.4,18.2,2024.0,73.59,30.19,0
Tesla,Truck,NCA,AWD,61.0,8844.0,3.81,4.47,0.00761,0.3148,58.9,32.8,3.0,2022.0,128.58,23.1,0
Hyundai,Hatchback,NMC,AWD,837.0,179587.0,8.62,42.51,0.03032,0.7036,84.9,53.2,71.8,2017.0,39.61,31.26,1
Nissan,Hatchback,NMC,FWD,245.0,70011.0,2.89,14.13,0.01487,0.5274,50.0,50.5,97.3,2023.0,59.56,40.65,0
Audi,SUV,NMC,FWD,301.0,154408.0,4.98,21.43,0.01913,0.5383,71.5,50.2,96.2,2021.0,102.31,44.59,0
Tesla,Sedan,NCA,RWD,780.0,228188.0,6.91,41.64,0.03065,0.6082,80.0,65.7,110.2,2019.0,54.2,65.04,1
Ford,Sedan,NMC,RWD,1128.0,321859.0,11.38,44.07,0.03709,0.6981,65.7,64.2,97.8,2015.0,56.94,52.14,1
Lucid,Crossover,NCA,FWD,175.0,79787.0,7.18,12.93,0.01811,0.4357,60.6,25.3,38.3,2019.0,81.46,31.95,0
Renault,Crossover,LMO,FWD,686.0,240295.0,10.17,60.6,0.04336,1.0221,71.2,58.4,82.6,2016.0,73.81,52.44,1
Nissan,Crossover,LMO,RWD,176.0,49260.0,7.03,20.12,0.0215,0.6269,50.3,14.3,22.1,2019.0,,28.17,0
Honda,SUV,NMC,RWD,,218913.0,8.96,21.2,0.0224,0.5436,51.3,62.6,83.6,2017.0,92.94,64.6,0
BMW,Crossover,NMC,AWD,407.0,215318.0,5.9,28.73,0.02757,0.6531,60.7,64.0,119.0,2020.0,86.07,41.48,1
Kia,SUV,NMC,FWD,680.0,261197.0,8.87,36.3,0.0327,0.678,77.8,48.0,97.9,2017.0,,38.58,1
MG,,LFP,FWD,44.0,500.0,1.93,0.2,0.00699,,24.6,30.9,3.0,2024.0,89.56,54.11,0
Tesla,Sedan,NMC,AWD,1027.0,288785.0,10.07,44.15,0.035,0.7346,67.5,47.0,99.2,2016.0,53.97,,1
GM,Hatchback,NMC,RWD,1263.0,344257.0,9.91,52.44,0.03685,0.8272,74.1,37.3,115.2,2016.0,52.98,29.88,1
Toyota,Van,NMC,AWD,2.0,5395.0,1.98,0.2,,0.3401,41.1,0.0,,,82.03,18.82,0
Tata,Crossover,,FWD,131.0,41314.0,1.86,9.14,0.02289,0.7317,43.2,54.2,57.5,,77.98,25.72,0
BMW,Hatchback,NMC,AWD,435.0,93467.0,8.79,27.27,0.02034,0.7491,,,39.5,2017.0,55.89,15.21,0
BMW,Sedan,NMC,FWD,794.0,265715.0,9.01,36.51,0.03088,0.7567,62.5,61.7,98.3,2017.0,67.95,65.54,1
Kia,Crossover,NMC,RWD,338.0,,8.13,22.61,0.02757,0.6795,71.7,44.0,50.5,2018.0,80.11,21.34,0
GM,Hatchback,LFP,FWD,521.0,104170.0,11.01,4.63,0.01543,0.5635,15.1,35.6,30.9,2015.0,31.67,55.14,0
Ford,SUV,NMC,AWD,189.0,104748.0,4.85,14.07,0.02293,0.5945,72.6,42.5,66.9,2021.0,97.14,38.85,0
Ford,Truck,LFP,FWD,118.0,33760.0,3.0,2.6,0.00601,0.6027,31.1,36.6,35.1,2023.0,117.47,45.3,0
Volvo,Hatchback,NMC,FWD,795.0,203904.0,10.01,35.85,0.02679,0.7084,54.2,39.0,71.5,2016.0,54.94,41.95,1
Renault,SUV,NMC,FWD,493.0,200306.0,8.79,,0.01776,0.5266,53.5,8.3,74.6,2017.0,86.53,47.8,0
GM,Sedan,LFP,RWD,189.0,53005.0,7.69,0.2,0.01322,0.5554,20.7,48.4,24.5,2018.0,53.97,59.01,0
